word,sentence1,sentence2,sentence3,sentence4,sentence5,option_result
fetish,"She had a peculiar fetish for collecting vintage typewriters, each one with its own unique history and charm","Her friends found it amusing how she turned something ordinary into an object of desire, almost like a fetish","It became her signature style, with her home decorated in a way that showcased her love for these obsolete treasures","Some may have found her fetish odd, but to her, it was a source of joy and inspiration","As she typed away on her latest acquisition, she felt a deep satisfaction that only her eccentric fetish could provide.","['temporal', 'fetish', 'suffrage', 'listess', 'impresario', 1]"
reprimand,"During the team meeting, the manager had to reprimand one of the employees for repeatedly arriving late to work","The reprimand was given in a professional manner, highlighting the importance of punctuality in the workplace","Despite the reprimand, the employee seemed apologetic and promised to improve their time management skills",The manager made it clear that further instances of tardiness would result in more severe consequences,The reprimand served as a wake-up call for the employee to take their job responsibilities more seriously.,"['retort', 'jargon', 'reprimand', 'amid', 'concert', 2]"
"lax,","Her approach to punctuality was always quite lax, often arriving late to meetings without a valid excuse","The lax regulations at the company allowed for a more relaxed work environment, but sometimes led to inefficiency","Despite her lax attitude towards deadlines, she always managed to deliver high-quality work",The lax security measures at the airport raised concerns among travelers about safety,It is important to maintain a balance between being too strict and too lax in our approach to rules and regulations.,"['reprimand', 'lax,', 'trauma', 'savant', 'disaffect', 1]"
voluptuous,"Her deep, dark eyes exuded a mysterious allure, drawing him in with their hypnotic gaze","Her lustrous, ebony hair cascaded down her back in voluptuous waves, framing her delicate features","The soft, velvety texture of her gown hugged her voluptuous curves, emphasizing her hourglass figure","With a smoldering smile, she exuded an air of confidence and sensuality, captivating everyone in the room",The room was filled with an air of anticipation as she moved with a grace that matched her voluptuous beauty.,"['spectre,', 'voluptuous', 'junta', 'anterior', 'crass', 1]"
threshold,"As she approached the threshold of the old mansion, a sense of foreboding washed over her","Crossing the threshold, she felt a wave of nostalgia for the days she spent there as a child","The creaking floorboards echoed beneath her feet, reminding her of the many footsteps that had crossed this threshold before her","Standing on the threshold of a new chapter in her life, she took a deep breath and stepped forward with determination","The threshold symbolized a boundary between the past and the future, a place of transition and possibility.","['threshold', 'mode', 'peregrination', 'threshold', 'verity', 0]"
expunge,The organization decided to expunge all outdated records from their database to free up storage space,The court ordered that the criminal's conviction be expunged from his record after completing a rehabilitation program,It was a relief for the student to have the failing grade expunged from the official transcript,The artist wanted to expunge any negative reviews of their latest work from the internet,The company made efforts to expunge any trace of sensitive information leaked during the data breach.,"['expunge', 'anterior', 'auxiliary', 'concede', 'brink', 0]"
amid,"Amid the bustling city streets, she found a quiet park bench to sit and reflect on her thoughts",The peaceful sounds of nature provided a soothing backdrop amid the chaos of the urban environment,"Amid the uncertainty of the future, she held onto hope and optimism for better days ahead","The sun began to set amid the skyscrapers, casting a warm glow over the city landscape","Amid the challenges she faced, she remained resilient and determined to overcome them.","['temporal', 'impenetrable', 'benighted', 'affliction', 'amid', 4]"
intersperse,"The lush green trees intersperse throughout the vibrant garden, creating a beautiful and serene atmosphere","Colorful flowers are interspersed among the bushes, adding a pop of color to the landscape",The gentle sound of a running stream can be heard as it intersperses through the rocks,"Birds chirp and flutter, interspersing their melodic songs in the air","As the sun sets, the golden rays intersperse with the shadows, casting a magical glow over the entire scene.","['impenetrable', 'demur', 'modulate', 'anterior', 'intersperse', 4]"
impenetrable,"The ancient castle was surrounded by an impenetrable stone wall, protecting its residents from any potential threats","The dense forest was filled with an impenetrable tangle of vines and thorns, making it difficult for explorers to navigate through","The encryption on the top-secret government files was so complex, it seemed impenetrable to even the most skilled hackers","The detective stared at the suspect with an impenetrable gaze, trying to uncover the truth hidden behind the facade","Despite the challenges they faced, their friendship remained impenetrable, standing strong against the test of time.","['emissary', 'verity', 'cower', 'impenetrable', 'caucus', 3]"
bandy,"Sure! Here is a paragraph with the word 'bandy' used five times: The musicians in the bandy group had a unique way of playing together, their musical styles bandy about effortlessly creating a mesmerizing sound","The lead guitarist would often bandy jokes with the audience between songs, lightening the mood and making everyone laugh","The bandy dynamics within the group were strong, with each member bringing their own flair to the performance","Despite their different personalities, they were able to bandy ideas back and forth, resulting in a cohesive and harmonious sound","As the bandy melodies filled the air, the audience was captivated by the catchy tunes and energetic rhythm.","['quay', 'bandy', 'ineradicable', 'degrade', 'demeanour', 1]"
cower,"The thunderstorm rumbled loudly, causing the frightened villagers to cower in their homes",The howling winds made the trees cower in fear as their branches swayed wildly,The sudden flash of lightning caused the children to cower under their blankets,The sound of approaching footsteps made the small animal cower in the corner of the room,The intimidating glare of the authority figure made the rebellious students cower in submission.,"['empathy', 'presumably', 'temporal', 'emissary', 'cower', 4]"
concert,"I had a fantastic time at the outdoor concert last night, where my favorite band performed all their hit songs",The energy in the crowd was electrifying as everyone sang along and danced to the music,"The concert venue had a stunning backdrop of the city skyline, making the experience even more memorable",Attending a live concert always gives me a sense of joy and excitement that I can't find anywhere else,"After the concert ended, I couldn't stop humming the tunes and reminiscing about the incredible night.","['supine', 'dismay', 'channel', 'amid', 'concert', 4]"
crass,"The comedian's crass jokes were met with awkward silence from the audience, who found them offensive and distasteful",His crass behavior at the dinner party shocked the guests and tarnished his reputation in social circles,"Despite his crass remarks, he failed to realize the impact they had on those around him",The politician's crass language during the debate alienated potential voters and damaged his chances of winning the election,"In a world where civility is valued, such crass behavior is seen as unacceptable and disrespectful.","['temporal', 'auxiliary', 'crass', 'plausible', 'dismal', 2]"
suffrage,Suffrage refers to the right to vote in political elections,The suffrage movement fought for equal voting rights for all citizens,Women's suffrage was a major milestone in many countries in the late 19th and early 20th centuries,The suffrage movement faced opposition and challenges along the way,"Ultimately, suffrage victories have led to more inclusive and democratic societies globally.","['suffrage', 'caucus', 'emissary', 'throttle', 'preponderance', 0]"
concede,I have no choice but to concede that the opposing team played better in today's match,"Despite our best efforts, we had to concede defeat and accept the outcome",It is important to know when to concede a point in a discussion to maintain a constructive dialogue,Sometimes it is necessary to concede certain demands in order to reach a compromise,We must be willing to concede our own mistakes in order to grow and improve.,"['concede', 'suffrage', 'hubris,', 'prowess', 'modulate', 0]"
modulate,"The musician used a foot pedal to modulate the sound of her electric guitar during the performance, creating a dynamic and expressive solo","As she played, she carefully adjusted the modulation settings to add depth and texture to the music","The audience listened intently as she continued to modulate the pitch and tone, showcasing her musical skill and creativity","The seamless transitions between different modulated effects captivated the crowd, drawing them further into the mesmerizing performance","With each carefully modulated note, the musician demonstrated her mastery of the instrument and the art of modulation.","['modulate', 'ineradicable', 'foreclose', 'contempt', 'modulate', 0]"
exquisite,"The exquisite aroma of freshly baked bread filled the cozy bakery, enticing customers to step inside","The pastry chef meticulously decorated each cupcake with exquisite frosting, making them almost too beautiful to eat","The artist showcased her exquisite paintings at the exclusive gallery, capturing the attention of art enthusiasts",The crystal chandelier hanging from the ceiling added an exquisite touch of elegance to the grand ballroom,"As the sun set over the horizon, the sky was painted in exquisite hues of pink and gold, creating a breathtaking view.","['exquisite', 'dross,', 'voluptuous', 'foreclose', 'dismal', 0]"
corrugated,The corrugated metal roof glinted in the sunlight as we approached the old barn,The corrugated cardboard boxes were stacked neatly in the corner of the warehouse,"We walked along the corrugated pathway, feeling the ridges beneath our feet","The corrugated iron fence surrounded the property, providing both security and a rustic charm",The corrugated texture of the siding added a unique visual appeal to the industrial building.,"['preponderance', 'plausible', 'underwrite', 'threshold', 'corrugated', 4]"
fledgling,"The fledgling bird tentatively hopped from branch to branch, eager to explore its new world","As a fledgling writer, she was just beginning to find her voice and style",The fledgling business struggled to make a name for itself in a competitive market,"Despite being a fledgling in his field, he was determined to learn and grow as much as possible",The fledgling organization received support and guidance from experienced mentors to help it thrive.,"['buffoon', 'pseudonym', 'junta', 'fledgling', 'emissary', 3]"
dismay,"Upon hearing the disappointing news, a look of dismay crossed her face, evident in the way her shoulders slumped and her eyes lost their sparkle",The feeling of dismay grew stronger as she realized the impact of the situation on her future plans,"With a heavy heart, she tried to shake off the sense of dismay that threatened to overwhelm her thoughts","Despite the initial feeling of dismay, she resolved to face the challenges ahead with determination and resilience",The cloud of dismay gradually lifted as she found a glimmer of hope amidst the uncertainty.,"['jargon', 'perverse', 'crass', 'empathy', 'dismay', 4]"
lout,"The loud lout barged into the serene library, disrupting the peaceful atmosphere with his boorish behavior",He proceeded to slam the books on the counter without any regard for the librarian's instructions,"Ignoring the disapproving glances from other patrons, the lout continued to make a ruckus, talking loudly on his phone","His loutish behavior drew the attention of the security guard, who approached him with a stern expression","Finally, the lout was escorted out of the library, leaving behind a trail of chaos and irritation.","['lout', 'importune', 'demeanour', 'crass', 'fetish', 0]"
dismal,"The weather on that gloomy day was dismal, with dark clouds looming overhead and a cold wind chilling the air","The mood in the office was equally dismal, as layoffs were announced and uncertainty filled the atmosphere","The dismal economic forecast only added to everyone's worries, casting a shadow over any hopes for improvement","Despite the dismal circumstances, there was a sense of resilience among the team, determined to overcome the challenges ahead","As the day drew to a close, there was a ray of hope amidst the dismal surroundings, signaling a potential for brighter days ahead.","['dismal', 'odyssey', 'contempt', 'spectre,', 'brink', 0]"
oscillate,"As the wind picked up speed, the leaves on the tree began to oscillate gently back and forth","The pendulum clock on the mantelpiece continued to oscillate with a soothing rhythm, marking the passing of time in the quiet room","The fan above the bed started to oscillate, spreading a cool breeze throughout the stuffy bedroom",The scientist observed the chemical reaction causing the solution to oscillate between different colors before finally stabilizing,"The emotions within him seemed to constantly oscillate between hope and despair, unsure of what the future held.","['pluralism', 'voluptuous', 'oscillate', 'altercation', 'buffoon', 2]"
temporal,The concept of temporal existence is intrinsic to our understanding of time,"In philosophy, temporal logic is used to analyze propositions over time",Temporal lobe epilepsy is a neurological condition that affects the brain's temporal lobes,"In literature, authors often explore themes of temporal displacement and time travel",The study of temporal dynamics in economics helps to predict future trends and patterns.,"['temporal', 'spectre,', 'facet', 'presumably', 'cower', 0]"
efficacy,The efficacy of the new medication in treating the common cold has been well-documented in clinical trials,Many patients have reported significant improvements in their symptoms after taking the prescribed dosage,The doctor explained that the efficacy of the treatment is dependent on following the recommended guidelines,Researchers continue to study the efficacy of various interventions for mental health disorders,It is important for healthcare professionals to consider the efficacy of different treatment options when making recommendations for their patients.,"['mode', 'retort', 'efficacy', 'peregrination', 'disaffect', 2]"
perverse,"She had always been intrigued by his perverse sense of humor, finding his jokes delightfully twisted and unexpected","Despite his reputation for being a bit perverse, he had a way of charming people with his charisma and wit","Some may view his unconventional ideas as perverse, but she admired his willingness to challenge societal norms",His perverse fascination with the macabre often led to intriguing conversations that kept her on the edge of her seat,"In a world filled with conformity, his perverse creativity shone brightly, attracting those who appreciated his unique perspective.","['degrade', 'buffoon', 'perverse', 'peregrination', 'underwrite', 2]"
peregrination,"Embarking on a peregrination through the rugged terrain of the Himalayas, the seasoned explorer felt a sense of exhilaration as he traced his path","His peregrination led him through bustling markets, serene temples, and ancient ruins, each offering a glimpse into the rich tapestry of local culture","Despite facing unexpected challenges along the way, the traveler remained undeterred in his peregrination towards the remote village nestled in the mountains","As he reached the final destination of his peregrination, a sense of fulfillment washed over him, knowing that the journey had transformed him in ways words could not capture","Reflecting on his peregrination, he realized that the true essence of travel lay not just in reaching a destination but in embracing the transformative power of the journey itself.","['channel', 'crass', 'degrade', 'allot', 'peregrination', 4]"
underwrite,Certainly! Underwriting plays a crucial role in the insurance industry by evaluating risks and determining the appropriate coverage for policyholders,Insurance companies underwrite policies to assess the likelihood of a claim and set premiums accordingly,"A thorough underwriting process involves analyzing various factors such as the insured's health, occupation, and lifestyle",Underwriters use this information to make informed decisions about accepting or rejecting insurance applications,"By carefully underwriting policies, insurers can manage their risks effectively and ensure financial stability.","['demography', 'underwrite', 'nullify', 'confluence', 'anterior', 1]"
abeyance,"During the meeting, the decision on the project was put in abeyance as further research was needed to make an informed choice",The uncertainty surrounding the market conditions and budget constraints kept the new product launch in abeyance for the time being,The negotiations between the two companies were held in abeyance until both parties could reach a consensus on the terms of the agreement,The court case was in abeyance pending the submission of additional evidence from the defense,The development of the new policy was put in abeyance until the stakeholders could provide their feedback on the draft proposal.,"['impenetrable', 'impresario', 'quay', 'underwrite', 'abeyance', 4]"
benighted,"The benighted village had long been isolated from the outside world, its inhabitants cut off from modern advancements and knowledge",The lack of education and resources left the villagers in a state of perpetual ignorance,"Their lives were constrained by superstitions and outdated beliefs, making progress and development nearly impossible","A sense of despair hung over the benighted community, with no hope of a brighter future in sight","Despite their benighted circumstances, a spark of curiosity and resilience remained within some of the villagers, hinting at the possibility of change.","['cower', 'buffoon', 'benighted', 'amid', 'impresario', 2]"
verity,"Verity is a word that signifies truth and accuracy, representing the authenticity of a statement or belief",It is important to always strive for verity in our interactions and conversations to maintain trust and credibility,Seeking verity in our decision-making process can lead to better outcomes and a clearer understanding of situations,Embracing verity in our relationships can foster deeper connections and mutual respect,Let us always value and uphold the verity of information and values in all aspects of our lives.,"['buffoon', 'contempt', 'verity', 'reprimand', 'fledgling', 2]"
procure,"In order to complete the project on time, we must procure additional supplies from the local vendor",I will make sure to procure the necessary permits for the event to avoid any last-minute issues,Our team is working diligently to procure the best possible deals for our clients,The procurement department has been tasked with finding a reliable supplier to procure raw materials for production,It is essential to procure the necessary approvals before moving forward with the construction plans.,"['spectre,', 'procure', 'mode', 'elation', 'savant', 1]"
prowess,"Her exceptional prowess in martial arts is widely recognized in the community, as she effortlessly executes complex moves with grace and precision","With her strategic prowess on the battlefield, she leads her team to victory in every skirmish, earning the respect of her peers","Beyond physical prowess, she also demonstrates remarkable intellectual prowess, often solving complex puzzles and riddles with ease","Her artistic prowess shines through in her breathtaking paintings, capturing the beauty of nature with remarkable skill","Overall, her multifaceted prowess across various domains cements her reputation as a truly gifted individual.","['nullify', 'arid', 'retort', 'prowess', 'larceny', 3]"
"spectre,",The looming spectre of uncertainty cast a shadow over the small town as rumors of a ghostly presence spread,"Residents whispered fearfully about the spectre haunting the old abandoned mansion on the hill, its presence sending shivers down their spines","Some claimed to have seen the spectre drifting through the fog, its form ethereal and unsettling","The legend of the spectre had been passed down for generations, a tale of tragedy and vengeance that continued to haunt the town to this day","Despite attempts to dispel the spectre's influence, its spectral presence lingered, a reminder of the town's haunted past.","['throttle', 'voluptuous', 'spectre,', 'facet', 'elation', 2]"
trauma,Experiencing a traumatic event can have lasting effects on an individual's mental health,Trauma is often stored in the body and can manifest as physical symptoms such as anxiety and hypervigilance,Seeking therapy and support can help those who have experienced trauma process their emotions and find healing,It is important to acknowledge the impact of trauma and practice self-care to prevent further distress,Understanding the complexities of trauma can lead to greater empathy and support for those who are struggling.,"['trauma', 'emissary', 'brink', 'exquisite', 'ineradicable', 0]"
caucus,The caucus was held to discuss important policy decisions within the party,Attendees gathered in the caucus room to strategize for the upcoming election,The caucus members debated passionately about the best course of action to take on the issue,"As the caucus continued late into the night, tempers flared and compromises were sought","Ultimately, the caucus resulted in a unified decision that would guide the party's direction moving forward.","['throttle', 'voluptuous', 'lout', 'caucus', 'demur', 3]"
confluence,The confluence of the two major rivers created a stunning natural spectacle,"At this point, the confluence of cultures was evident in the diverse cuisines available in the area",The town prospered due to its strategic location at the confluence of several trade routes,Researchers were eager to study the confluence of different factors leading to the recent environmental changes,The confluence of art and technology in the new exhibit captivated visitors from all walks of life.,"['spectre,', 'cower', 'allot', 'demography', 'confluence', 4]"
"dross,","Her speech was filled with dross, as she rambled on without making any coherent points","The decision to include such dross in the presentation puzzled the audience, who had expected more valuable insights","Despite the dross scattered throughout the report, there were some nuggets of valuable information buried within",The team spent hours sifting through the dross to find the key data needed for their analysis,"It was clear that the manager's feedback was laden with dross, lacking constructive criticism or actionable suggestions.","['dross,', 'degrade', 'foreclose', 'lout', 'savant', 0]"
nullify,"The legal team worked tirelessly to nullify the contract, citing multiple breaches of agreement","Despite their efforts, the judge ruled that there was not sufficient evidence to nullify the marriage",The opposition's attempts to nullify the election results were met with strong resistance from the general public,The company's lawyers advised them to nullify the merger due to potential risks involved,"The negotiations to nullify the trade agreement were complex and prolonged, causing tension between the two countries.","['nullify', 'nullify', 'dross,', 'altercation', 'buffoon', 0]"
comply,It is essential for businesses to comply with local regulations in order to avoid legal consequences,Employees must comply with company policies and procedures to maintain a safe and productive work environment,Failure to comply with the terms and conditions of a contract could result in financial penalties,It is important for individuals to comply with traffic laws to ensure the safety of themselves and others on the road,Governments often require citizens to comply with certain rules and regulations to maintain law and order in society.,"['expunge', 'exquisite', 'blandishment', 'comply', 'supine', 3]"
savant,"She had always been fascinated by the idea of a savant, someone with exceptional abilities in a specific field despite challenges in other areas",The savant painter could create intricate masterpieces with remarkable detail and precision,"As a savant mathematician, he could effortlessly solve complex equations in his head within seconds","The musical savant could play a variety of instruments flawlessly, captivating audiences with her talent","Witnessing the skills of a savant in action was a truly mesmerizing experience, showcasing the extraordinary potential of the human mind.","['spectre,', 'dismay', 'savant', 'trauma', 'contempt', 2]"
preponderance,"Despite the preponderance of evidence supporting the theory, there are still skeptics who question its validity",The preponderance of data gathered from various sources pointed towards a significant increase in market demand,"Analyzing the preponderance of opinions shared during the meeting, it was evident that consensus would be challenging to achieve",She carefully weighed the preponderance of options available before making a decision,The preponderance of support shown by the community was heartening and served as motivation to continue their efforts.,"['degrade', 'larceny', 'preponderance', 'pseudonym', 'fetish', 2]"
jargon,"In technical fields such as engineering and computer science, professionals often use jargon to communicate complex concepts efficiently",It is important to be mindful of the audience's familiarity with jargon when explaining technical information,"When presenting a project proposal, it is advisable to avoid excessive jargon to ensure clarity and understanding",Learning the specific jargon of a particular industry can help individuals navigate their field more effectively,Effective communication involves striking a balance between using jargon for precision and avoiding it for simplicity.,"['preponderance', 'jargon', 'expunge', 'modulate', 'jargon', 1]"
channel,The television channel aired a new episode of their popular show last night,I scrolled through the channels on my remote to find something interesting to watch,The river carved a deep channel through the rocky landscape over thousands of years,The communication channel between the two teams was vital for coordinating their efforts,I subscribed to a new YouTube channel that posts daily vlogs about travel adventures.,"['arid', 'bandy', 'allot', 'larceny', 'channel', 4]"
auxiliary,"In many industries, auxiliary equipment plays a crucial role in supporting the main operations",These auxiliary devices provide additional functionality and ensure smooth workflow,The company invested in new auxiliary machinery to improve efficiency and productivity,Technicians are trained to maintain and troubleshoot auxiliary systems to prevent any disruptions,Regular maintenance of auxiliary components is essential to prolong their lifespan and avoid unexpected breakdowns.,"['dross,', 'retort', 'savant', 'auxiliary', 'lout', 3]"
ominous,"Dark clouds loomed overhead, casting an ominous shadow over the small town","The distant sound of thunder added to the ominous atmosphere, causing unease among the residents","The old abandoned mansion at the edge of the forest had an ominous reputation, with tales of ghostly sightings and strange occurrences","As night fell, the streets became eerily quiet, enhancing the sense of ominous foreboding",The flickering streetlights only served to accentuate the ominous feeling that permeated the air.,"['suffrage', 'preponderance', 'ominous', 'demur', 'voluptuous', 2]"
degrade,"The careless disposal of plastic waste can degrade the environment, leading to pollution and harming wildlife","Continuous exposure to harsh chemicals can degrade the quality of materials over time, affecting their durability",It is important to avoid using harsh cleaning agents on delicate surfaces as they can degrade the finish,Negative comments and criticism can degrade a person's self-esteem and mental well-being,"Let us strive to protect and preserve our natural resources, rather than allowing them to degrade due to neglect.","['exquisite', 'impenetrable', 'peregrination', 'concert', 'degrade', 4]"
demeanour,"Her demeanour exuded confidence as she walked into the room, instantly capturing everyone's attention","Despite the tense situation, she maintained a calm demeanour, keeping her composure in the face of adversity","His friendly demeanour put others at ease, making him a natural leader in social settings","The professor's stern demeanour often intimidated her students, pushing them to perform at their best","Through her warm demeanour and genuine smile, she easily formed connections with people from all walks of life.","['emissary', 'demeanour', 'threshold', 'lout', 'larceny', 1]"
facet,"The diamond necklace sparkled as it caught the light, revealing every facet of its exquisite design",Each facet of the project was meticulously planned out to ensure its success,"She looked at the situation from every facet, trying to understand it completely","His personality had many facets, making it difficult for others to understand him fully",Exploring the different facets of a topic can lead to a more comprehensive understanding.,"['concert', 'retort', 'abeyance', 'facet', 'hubris,', 3]"
